sector,Name,symbol,code,year,Current ratio,Quick Ratio,Cash ratio,Operating cash flow ratio,Working capital ratio,Return On Equity (ROE),Net profit margin,Sales turnover ratio,Return On Assets (ROA),EPS,Debt-to-assets ratio,Equity Ratio,Debt to equity ratio,Interest coverage ratio,The Long-Term Debt Coverage Ratio,Total debt to EBITDA ratio,Cash flow to debt ratio,Inventory turnover ratio,Receivables turnover ratio,Asset Turnover Ratio,Working capital turnover ratio,EBITDA,EV/EBITDA,EV / EBIT,EV / Free Cash Flow,EV / Invested Capital,EV / Revenue,P/E Ratio,Price/Book,Dividend Per Share,Altman Z-Score,Piotroski Score,Classification
Energy,NexGen Energy,NXE,EN 15,2015,34.82,34.82,34.31,-2.7,34.82,-0.0464,0.0,0.0,-0.0459,-0.02,0.0099,0.9901,0.01,-25.04,13.95,-0.20,-2.7,0.00,0.00,0.0,0.00,"-4,926.601",-43.8,-19.3,-9.2,2.3,0,-22.6,2.5,0.0,109.7,4,2
Energy,NexGen Energy,NXE,EN 15,2016,32.71,32.71,12.8,-3.31,32.71,-0.142,0.0,0.0,-0.0911,-0.056,0.3818,0.6182,0.6175,1.47,1.13,-5.24,-0.11,0.00,0.00,0.0,0.00,"-14,025.932",-67.3,-64.1,-15.4,3.7,0,-195.5,6.0,0.0,6.5,0,2
Energy,NexGen Energy,NXE,EN 15,2017,54.95,54.95,54.72,-3.7,54.95,-0.3778,0.0,0.0,-0.1759,-0.17,0.5409,0.4591,1.178,4.58,1.09,-10.18,-0.06,0.00,0.00,0.0,0.00,"-17,159.779",-65.4,-59.4,-22.5,3.3,0,-27.9,6.8,0.0,6.2,2,2
Energy,NexGen Energy,NXE,EN 15,2018,19.29,19.29,19.19,-1.3,19.29,0.0125,0.0,0.0,0.0046,0.0066,0.4434,0.5566,0.7967,-1.12,0.89,-5.89,-0.06,0.00,0.00,0.0,0.00,"-24,593.923",-38.1,-36.5,-14.8,2.8,0,-18.7,6.0,0.0,5.6,4,2
Energy,NexGen Energy,NXE,EN 15,2019,11.17,11.17,10.89,-2.68,11.17,-0.0833,0.0,0.0,-0.0528,-0.044,0.4056,0.5944,0.6825,0.53,1.16,-5.30,-0.1,0.00,0.00,0.0,0.00,"-24,016.897",-27.8,-25.4,-9.5,2.1,0,61.2,3.5,0.0,4.2,2,2
Energy,NexGen Energy,NXE,EN 15,2020,10.24,10.24,10.11,-1.45,10.24,-0.921,0.0,0.0,-0.3203,-0.3,0.6663,0.3337,1.9969,7.61,0.75,-10.69,-0.04,0.00,0.00,0.0,0.00,"-22,268",-68.7,-64.3,-27.2,4.2,0,-22.1,9.5,0.0,2.6,1,1
Energy,NexGen Energy,NXE,EN 15,2021,26.0,26.0,24.6,-2.05,26.0,-0.2581,0.0,0.0,-0.2323,-0.26,0.1559,0.8441,0.1847,39.80,4.11,-1.70,-0.2,0.00,0.00,0.0,0.00,"-50,037",-66.2,-64.1,-50.1,4.7,0,-16.2,6.1,0.0,8.8,4,2
Energy,NexGen Energy,NXE,EN 15,2022,8.7,8.7,8.12,-1.22,8.7,-0.1243,0.0,0.0,-0.1087,-0.12,0.1788,0.8212,0.2177,-153.89,39.41,-1.68,-0.2,0.00,0.00,0.0,0.00,"-58,845",-42.0,-41.3,-22.2,4.6,0,-44.0,6.0,0.0,6.6,2,2
Energy,NuVista Energy,NVA,EN 16,2013,0.39,0.39,0.03,1.02,0.39,-0.0864,-0.3176,0.2126,-0.0675,-0.51,0.2185,0.7815,0.2796,18.04,3.48,2.87,0.42,0.00,6.54,0.21,-3.85,"68,968",15.9,-39.4,8.3,1.4,5.8,-13.4,1.5,0.0,5.3,5,2
Energy,NuVista Energy,NVA,EN 16,2014,1.38,1.38,0.0,1.69,1.38,-0.0856,-0.2485,0.2314,-0.0575,-0.43,0.3285,0.6715,0.4893,11.47,15.19,2.02,0.26,0.00,6.05,0.23,12.19,"166,182",12.4,-78.3,-5.2,1.3,5.4,-16.1,1.4,0.0,4.7,6,2
Energy,NuVista Energy,NVA,EN 16,2015,0.88,0.88,0.0,1.77,0.88,-0.2746,-0.7899,0.223,-0.1762,-1.16,0.3586,0.6414,0.559,24.55,17.14,3.66,0.32,0.00,7.41,0.22,-28.72,"96,113",5.3,-35.8,-4.8,0.9,3.4,-4.3,0.9,0.0,2.7,2,1
Energy,NuVista Energy,NVA,EN 16,2016,0.53,0.53,0.08,1.79,0.53,-0.0022,-0.0065,0.2657,-0.0017,-0.01,0.2135,0.7865,0.2714,-0.67,0.61,1.86,0.62,0.00,7.91,0.27,-7.72,"110,540",11.9,61.9,-16.8,1.7,5.7,-16.7,1.8,0.0,5.1,6,2
Energy,NuVista Energy,NVA,EN 16,2017,0.69,0.69,0.0,3.23,0.69,0.1093,0.2581,0.3082,0.0795,0.54,0.2721,0.7279,0.3738,-7.52,19.04,1.35,0.7,0.00,7.63,0.31,-16.95,"238,523",8.8,22.9,-9.4,1.5,5.2,22.9,1.7,0.0,5.2,7,2
Energy,NuVista Energy,NVA,EN 16,2018,0.91,0.91,0.0,2.45,0.91,0.097,0.2525,0.2474,0.0625,0.71,0.3558,0.6442,0.5522,-9.84,2.81,2.02,0.32,0.00,10.12,0.25,-61.64,"383,352",5.3,14.9,-33.9,0.8,2.7,13.8,0.7,0.0,6.0,5,2
Energy,NuVista Energy,NVA,EN 16,2019,0.67,0.67,0.0,2.11,0.67,-0.0473,-0.1144,0.2393,-0.0274,-0.28,0.4215,0.5785,0.7285,2.12,7.84,6.61,0.27,0.00,8.89,0.24,-13.46,"148,675",4.3,13.0,-2.0,0.7,2.6,10.3,0.5,0.0,4.5,3,2
Energy,NuVista Energy,NVA,EN 16,2020,0.54,0.54,0.0,1.35,0.54,-0.171,-0.4853,0.1889,-0.0917,-0.88,0.4639,0.5361,0.8652,4.82,3.21,6.81,0.15,0.00,7.68,0.19,-8.14,"146,986",8.9,-13.1,-19.5,0.8,2.2,-0.2,0.5,0.0,4.1,2,2
Energy,NuVista Energy,NVA,EN 16,2021,0.44,0.44,0.0,1.69,0.44,0.1843,0.3227,0.3429,0.1106,1.17,0.3997,0.6003,0.6659,-8.36,0.78,2.61,0.35,0.00,9.26,0.34,-7.31,"366,297",10.9,37.7,25.6,1.1,3.4,1.8,1.2,0.0,5.3,7,2
Energy,NuVista Energy,NVA,EN 16,2022,1.31,1.31,0.19,3.9,1.31,0.326,0.4078,0.5484,0.2236,2.78,0.3141,0.6859,0.4579,-26.28,3.48,0.84,0.95,0.00,7.87,0.55,23.03,"1,052,523",2.5,3.2,10.2,1.2,1.7,3.8,1.2,0.0,8.5,9,2
Energy,Paramount Resources,POU,EN 17,2013,0.18,0.18,0.04,0.15,0.18,-0.0572,-0.2687,0.0898,-0.0241,-0.93,0.5783,0.4217,1.3713,1.01,0.85,24.79,0.03,0.00,10.88,0.09,-0.91,"57,099",79.0,-17.8,-8.0,2.5,20.5,-17.4,3.8,0.0,2.8,5,1
Energy,Paramount Resources,POU,EN 17,2014,0.23,0.23,0.05,0.34,0.23,-0.053,-0.2157,0.1039,-0.0224,-0.71,0.577,0.423,1.3642,0.06,1.68,11.42,0.06,0.00,9.79,0.1,-1.24,"161,653",28.9,-102.6,-5.3,1.5,12.8,83.9,2.0,0.0,3.0,6,2
Energy,Paramount Resources,POU,EN 17,2015,0.51,0.51,0.06,0.4,0.51,-1.6426,-2.4598,0.1318,-0.3241,-8.52,0.8027,0.1973,4.0685,7.26,0.17,11.28,0.04,0.00,10.31,0.13,-3.57,"197,910",11.7,-10.8,-4.3,0.8,6.1,-1.6,0.6,0.0,0.4,4,0
Energy,Paramount Resources,POU,EN 17,2016,3.59,3.59,2.91,0.21,3.59,0.7128,4.725,0.1198,0.566,10.98,0.206,0.794,0.2595,-17.65,0.04,3.51,0.11,0.00,21.29,0.12,0.45,"120,951",22.6,-2.4,-5.1,1.0,5.0,5.4,1.2,0.0,8.9,6,2
Energy,Paramount Resources,POU,EN 17,2017,1.06,1.06,0.43,0.44,1.06,0.1264,0.7218,0.1042,0.0752,2.93,0.4049,0.5951,0.6805,-42.90,0.78,8.42,0.07,0.00,4.41,0.1,25.30,"215,571",14.9,17.4,14.7,1.0,11.7,5.2,1.0,0.0,4.4,3,2
Energy,Paramount Resources,POU,EN 17,2018,0.82,0.82,0.07,0.85,0.82,-0.1631,-0.4096,0.2176,-0.0892,-2.78,0.4535,0.5465,0.8298,17.57,0.67,4.11,0.12,0.00,15.11,0.22,-18.47,"454,433",5.9,-2.0,-19.3,0.6,1.5,-6.3,0.4,0.0,3.5,3,2
Energy,Paramount Resources,POU,EN 17,2019,0.57,0.57,0.02,1.04,0.57,-0.0422,-0.1032,0.2411,-0.0249,-0.67,0.4101,0.5899,0.6952,-1.61,1.11,4.06,0.18,0.00,9.86,0.24,-8.10,"356,630",2.7,-4.7,112.1,0.6,2.0,-4.4,0.5,0.0,4.3,5,2
Energy,Paramount Resources,POU,EN 17,2020,0.53,0.53,0.02,0.37,0.53,-0.0111,-0.0382,0.1701,-0.0065,-0.17,0.4173,0.5827,0.7161,-0.77,1.32,6.12,0.06,0.00,8.16,0.17,-5.81,"238,400",6.9,-6.7,44.8,0.6,2.3,-1.8,0.4,0.0,4.4,3,2
Energy,Paramount Resources,POU,EN 17,2021,0.61,0.61,0.01,1.88,0.61,0.0909,0.1778,0.3429,0.061,1.77,0.3291,0.6709,0.4906,-7.85,0.99,3.12,0.38,0.00,11.28,0.34,-13.41,"409,300",8.6,7.7,32.4,1.3,3.2,7.4,1.4,0.72,5.8,8,2
Energy,Paramount Resources,POU,EN 17,2022,1.79,1.79,0.01,3.72,1.79,0.2015,0.3109,0.5047,0.1569,4.83,0.2212,0.7788,0.2839,-136.28,4.32,0.81,1.09,0.00,10.83,0.5,9.78,"1,178,100",3.3,5.0,"1,132.8",1.3,1.8,6.3,1.3,1.5,8.9,8,2
Energy,Parex Resources,PXT,EN 18,2013,1.14,1.09,0.34,1.24,1.14,0.0261,0.0227,0.6541,0.0148,0.51,0.4325,0.5675,0.7623,-7.15,12.91,1.16,0.56,23.17,6.10,0.65,23.29,"338,682.493",2.4,24.0,21.2,1.3,1.3,-26.8,1.5,0.0,5.9,6,2
Energy,Parex Resources,PXT,EN 18,2014,1.02,0.96,0.21,1.36,1.02,-0.1646,-0.1645,0.6391,-0.1052,-0.83,0.3613,0.6387,0.5658,0.41,6.44,1.06,0.67,24.90,8.93,0.64,202.74,"408,186.091",2.3,4.5,32.0,1.0,1.3,8.7,1.1,0.0,5.5,3,2
Energy,Parex Resources,PXT,EN 18,2015,1.68,1.66,0.85,1.43,1.68,-0.0601,-0.0924,0.5039,-0.0466,-0.42,0.2255,0.7745,0.2912,-86.90,4.67,1.20,0.74,81.98,18.29,0.5,6.29,"249,849.074",4.9,-66.8,12.1,1.3,1.9,-6.6,1.5,0.0,7.0,5,2
Energy,Parex Resources,PXT,EN 18,2016,1.87,1.84,1.39,1.44,1.87,-0.0651,-0.113,0.4476,-0.0506,-0.41,0.223,0.777,0.287,-57.44,13.96,1.52,0.75,73.85,26.58,0.45,4.41,"180,806.685",15.8,-46.1,71.9,2.4,4.6,-429.4,2.5,0.0,6.6,5,2
Energy,Parex Resources,PXT,EN 18,2017,2.05,2.03,1.51,1.83,2.05,0.1746,0.3016,0.4584,0.1382,1.26,0.2082,0.7918,0.263,70.88,19.03,0.73,1.22,42.68,18.13,0.46,3.15,"400,347.127",7.5,21.1,27.7,2.5,4.3,41.7,2.7,0.0,9.4,8,2
Energy,Parex Resources,PXT,EN 18,2018,1.7,1.69,1.47,1.69,1.7,0.3165,0.4837,0.5073,0.2454,3.54,0.2248,0.7752,0.2899,47.19,49.81,0.59,1.44,110.35,14.88,0.51,3.81,"849,816.073",2.8,3.6,5.3,1.2,2.0,4.6,1.5,0.0,10.7,7,2
Energy,Parex Resources,PXT,EN 18,2019,2.62,2.62,1.87,1.72,2.62,0.2339,0.3355,0.5803,0.1947,2.91,0.1675,0.8325,0.2012,68.16,54.56,0.43,1.29,387.18,6.81,0.58,2.84,"859,682.185",3.4,4.4,17.5,1.7,2.4,9.0,2.0,0.0,13.1,5,2
Energy,Parex Resources,PXT,EN 18,2020,3.61,3.6,2.7,2.37,3.61,0.0741,0.1867,0.3451,0.0644,0.91,0.1302,0.8698,0.1497,82.54,241.08,0.65,1.45,91.21,6.63,0.35,1.66,"390,554.05",3.7,5.7,22.2,1.1,2.3,13.9,1.3,0.0,13.7,4,2
Energy,Parex Resources,PXT,EN 18,2021,2.31,2.31,1.52,2.15,2.31,0.2175,0.3367,0.5045,0.1699,3.06,0.2189,0.7811,0.2802,313.69,621.28,0.59,1.37,123.92,5.01,0.5,2.76,"831,807.834",3.1,4.3,6.9,1.3,2.1,7.8,1.5,0.5,11.5,7,2
Energy,Parex Resources,PXT,EN 18,2022,1.17,1.16,0.82,1.93,1.17,0.3565,0.4664,0.5663,0.2642,7.29,0.259,0.741,0.3495,88.89,119.22,0.58,1.64,43.42,11.58,0.57,15.42,"1,406,009.377",1.7,2.2,3.1,1.0,1.3,3.5,1.2,1.0,10.3,7,2
Energy,Parkland Fuel,PKI,EN 19,2013,1.34,1.08,0.02,0.27,1.34,0.2139,0.0162,4.5119,0.0733,1.31,0.6576,0.3424,1.9203,-8.44,0.25,4.22,0.16,39.91,14.27,4.51,34.01,"195,517",8.4,11.8,41.1,2.2,0.3,16.6,3.2,0.6069,5.9,5,2
Energy,Parkland Fuel,PKI,EN 19,2014,1.92,1.62,0.49,0.42,1.92,0.0875,0.0066,4.9143,0.0326,0.66,0.628,0.372,1.6881,-3.99,0.29,5.40,0.18,57.49,22.98,4.91,20.00,"178,211",11.5,19.3,40.6,2.2,0.3,26.9,3.4,1.0596,6.5,5,2
Energy,Parkland Fuel,PKI,EN 19,2015,1.24,0.96,0.09,0.54,1.24,0.0486,0.0063,3.4638,0.0217,0.45,0.5532,0.4468,1.2381,-3.14,7.16,4.84,0.22,48.32,26.80,3.46,63.12,"207,700",14.3,26.3,9.9,2.1,0.4,62.3,2.8,1.08,5.2,5,2
Energy,Parkland Fuel,PKI,EN 19,2016,1.09,0.93,0.02,0.16,1.09,0.0587,0.0075,2.4462,0.0184,0.5,0.6862,0.3138,2.1863,-2.98,1.83,7.26,0.09,33.69,19.39,2.45,68.78,"242,200",14.3,27.0,-20.8,2.2,0.6,45.1,3.3,1.134,4.3,4,2
Energy,Parkland Fuel,PKI,EN 19,2017,0.92,0.61,0.02,0.2,0.92,0.0498,0.0086,1.7664,0.0152,0.7,0.696,0.304,2.29,-1.88,0.27,9.35,0.07,21.31,17.74,1.77,-89.35,"403,000",19.8,33.1,-5.5,1.5,0.7,97.7,2.3,1.1544,3.8,3,2
Energy,Parkland Fuel,PKI,EN 19,2018,1.06,0.71,0.04,0.42,1.06,0.1144,0.0143,2.5511,0.0364,1.56,0.6819,0.3181,2.1433,-3.15,0.52,4.36,0.12,31.94,27.56,2.55,215.55,"886,000",9.1,14.6,3.3,1.8,0.5,26.4,2.8,1.1736,4.8,7,2
Energy,Parkland Fuel,PKI,EN 19,2019,1.16,0.75,0.13,0.47,1.16,0.1654,0.0207,1.9878,0.0446,2.6,0.7513,0.2487,3.0204,-3.42,2.30,5.92,0.13,20.02,20.64,1.99,59.91,"1,179,000",8.9,13.4,35.0,1.8,0.6,24.9,3.9,1.194,4.7,6,2
Energy,Parkland Fuel,PKI,EN 19,2020,1.16,0.74,0.16,0.72,1.16,0.0362,0.0059,1.5407,0.0123,0.55,0.7508,0.2492,3.0132,-1.66,1.45,8.20,0.17,17.32,22.97,1.54,55.38,"833,000",9.2,19.4,10.5,1.6,0.6,29.5,3.2,1.2144,4.3,4,2
Energy,Parkland Fuel,PKI,EN 19,2021,1.39,0.83,0.13,0.4,1.39,0.0416,0.0045,1.8587,0.0109,0.64,0.7981,0.2019,3.9528,-1.73,0.42,7.99,0.1,14.63,19.43,1.86,24.56,"1,153,000",9.1,15.1,-172.4,1.5,0.5,41.8,2.8,1.2348,4.7,5,2
Energy,Parkland Fuel,PKI,EN 19,2022,1.39,0.86,0.2,0.4,1.39,0.1021,0.0087,2.4819,0.0242,1.94,0.7874,0.2126,3.7046,-2.41,2.59,7.88,0.12,18.02,22.60,2.48,27.53,"1,427,000",8.1,13.2,19.0,1.2,0.3,18.1,1.9,1.3,4.8,6,2
Energy,Pembina Pipeline,PPL,EN 20,2013,0.79,0.6,0.06,0.84,0.79,0.0679,0.0701,0.5476,0.0384,1.12,0.4344,0.5656,0.7679,-5.89,0.91,4.72,0.17,26.53,11.95,0.55,-29.45,"841,000",17.7,23.0,-102.8,2.0,2.8,34.8,2.5,0.98,4.5,7,2
Energy,Pembina Pipeline,PPL,EN 20,2014,0.97,0.77,0.08,1.13,0.97,0.0604,0.0631,0.5389,0.034,1.07,0.4374,0.5626,0.7775,-6.56,1.99,5.22,0.16,38.08,39.41,0.54,-275.86,"943,000",17.1,21.5,-43.7,2.0,2.8,38.9,2.8,1.74,4.6,4,2
Energy,Pembina Pipeline,PPL,EN 20,2015,1.06,0.86,0.05,1.32,1.06,0.0547,0.0876,0.3592,0.0315,1.02,0.4246,0.5754,0.7379,-6.45,0.58,5.78,0.15,31.69,41.76,0.36,125.27,"948,000",17.9,25.9,-15.2,1.5,3.4,36.0,2.0,1.83,4.6,5,2
Energy,Pembina Pipeline,PPL,EN 20,2016,0.87,0.64,0.04,1.38,0.87,0.0562,0.1093,0.284,0.031,1.02,0.4476,0.5524,0.8101,-6.85,2.42,6.05,0.16,17.64,26.49,0.28,-41.81,"1,111,000",20.5,28.5,-30.2,1.8,5.1,41.6,2.5,1.92,4.4,4,2
Energy,Pembina Pipeline,PPL,EN 20,2017,0.89,0.74,0.28,1.32,0.89,0.0638,0.1635,0.2112,0.0345,1.87,0.4586,0.5414,0.8471,-6.99,1.04,7.75,0.13,23.64,30.51,0.21,-42.19,"1,513,000",22.3,30.5,-33.4,2.2,6.0,46.7,3.4,2.16,4.5,6,2
Energy,Pembina Pipeline,PPL,EN 20,2018,0.68,0.55,0.11,1.51,0.68,0.0887,0.1739,0.2757,0.0479,2.28,0.4598,0.5402,0.8512,-7.36,0.99,6.01,0.18,27.56,14.70,0.28,-15.41,"2,039,000",12.1,15.6,67.1,1.4,3.3,16.6,1.8,2.28,4.5,7,2
Energy,Pembina Pipeline,PPL,EN 20,2019,0.68,0.6,0.09,1.75,0.68,0.0893,0.2084,0.2207,0.046,2.69,0.485,0.515,0.9418,-6.01,1.13,7.20,0.16,41.13,12.57,0.22,-15.72,"2,205,000",12.8,16.4,61.3,1.5,4.0,15.5,2.0,2.4,4.5,6,2
Energy,Pembina Pipeline,PPL,EN 20,2020,0.56,0.43,0.05,1.26,0.56,-0.021,-0.0531,0.1895,-0.0101,-0.87,0.5221,0.4779,1.0923,0.04,1.69,6.72,0.14,17.57,10.30,0.19,-7.52,"2,441,000",10.5,14.0,70.9,1.1,4.2,18.3,1.2,2.52,4.0,3,2
Energy,Pembina Pipeline,PPL,EN 20,2021,0.52,0.36,0.02,1.11,0.52,0.0865,0.144,0.2743,0.0395,2.0,0.5434,0.4566,1.1901,-4.93,1.53,6.56,0.16,16.31,11.61,0.27,-7.53,"2,606,000",12.7,17.3,22.0,1.3,4.0,-103.0,1.8,2.52,3.8,5,2
Energy,Pembina Pipeline,PPL,EN 20,2022,0.67,0.53,0.05,1.43,0.67,0.1882,0.2559,0.3689,0.0944,5.14,0.4984,0.5016,0.9935,-8.22,1.91,5.50,0.19,33.00,16.68,0.37,-16.98,"2,851,000",10.7,13.7,20.4,1.4,2.6,8.6,1.8,2.61,4.4,7,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2013,0.48,0.48,0.0,2.05,0.48,0.1188,0.2737,0.204,0.0558,0.96,0.5301,0.4699,1.1282,-7.11,21.43,3.03,0.3,0.00,6.23,0.2,-5.05,"446,874",13.5,27.3,-35.6,2.8,11.7,37.1,4.0,0.56,4.6,6,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2014,1.0,1.0,0.0,2.95,1.0,0.1687,0.3083,0.2715,0.0837,1.71,0.5037,0.4963,1.0149,-11.15,41.18,2.33,0.41,0.00,8.60,0.27,"1,298.30","677,058",9.7,17.5,-54.3,2.6,7.6,22.3,3.6,1.32,5.3,8,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2015,1.02,1.02,0.0,3.24,1.02,0.0847,0.2363,0.1734,0.041,0.87,0.5164,0.4836,1.068,-7.38,35.64,2.97,0.31,0.00,6.81,0.17,163.14,"584,463",8.0,16.9,-31.9,1.9,7.8,24.3,2.4,1.32,4.9,4,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2016,0.38,0.38,0.01,1.68,0.38,0.0729,0.2113,0.1535,0.0324,0.69,0.555,0.445,1.2474,-4.91,4.45,3.70,0.26,0.00,5.61,0.15,-2.84,"518,849",12.4,35.3,173.0,2.4,12.8,46.6,3.3,1.32,4.1,4,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2017,1.52,1.52,0.04,3.34,1.52,0.1025,0.264,0.174,0.0459,1.07,0.5519,0.4481,1.2314,-6.20,2.66,3.50,0.25,0.00,7.41,0.17,8.02,"606,754",6.3,13.6,-35.1,1.3,5.4,15.2,1.5,1.32,4.7,7,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2018,0.55,0.55,0.0,1.99,0.55,0.0768,0.2715,0.1289,0.035,0.78,0.5444,0.4556,1.1951,-4.40,1.70,3.85,0.24,0.00,7.91,0.13,-4.38,"521,233",4.0,8.6,8.8,0.8,4.5,7.3,0.7,0.72,4.3,5,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2019,0.71,0.71,0.05,2.79,0.71,0.0779,0.2927,0.1268,0.0371,0.81,0.5235,0.4765,1.0988,-2.31,1.22,5.09,0.17,0.00,7.43,0.13,-13.75,"369,931",4.5,12.8,14.5,0.6,3.9,4.1,0.4,0.08,4.4,6,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2020,0.87,0.87,0.1,2.14,0.87,-0.0212,-0.094,0.105,-0.0099,-0.22,0.5342,0.4658,1.1467,-0.25,3.37,7.31,0.11,0.00,6.79,0.11,-30.48,"263,156",6.4,102.5,20.3,0.6,4.2,-4.9,0.3,0.04,4.2,3,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2021,0.6,0.6,0.02,1.91,0.6,0.0862,0.1812,0.2221,0.0402,0.92,0.5333,0.4667,1.1428,-4.24,2.13,3.90,0.23,0.00,7.28,0.22,-8.82,"517,332",6.2,14.8,10.4,1.0,4.0,10.8,1.0,0.6,4.6,7,2
Energy,Peyto Exploration&Develop,PEY,EN 21,2022,0.46,0.46,0.03,1.72,0.46,0.1895,0.265,0.3673,0.0974,2.29,0.4862,0.5138,0.9463,-11.99,3.14,2.23,0.42,0.00,7.84,0.37,-5.82,"875,887",3.3,5.1,8.9,1.0,2.0,5.2,1.0,0.6,5.2,6,2
Energy,PrairieSky Royalty,PSK,EN 22,2013,2.28,2.28,2.84,8.94,2.28,0.5561,0.4503,0.9769,0.4399,0.0,0.209,0.791,0.2642,151.98,149.03,0.25,2.76,0.00,6.66,0.98,11.88,"216,521",0,0,0,0,0,0,0,0.0,0.0,4,0
Energy,PrairieSky Royalty,PSK,EN 22,2014,2.21,2.21,1.07,5.35,2.21,0.2424,0.686,0.3044,0.2088,3.0,0.1385,0.8615,0.1608,380.50,462.25,0.51,2.04,0.00,5.23,0.3,4.77,"306,171.48",0,0,-214.3,12.0,0,0,12.2,0.6348,12.8,4,2
Energy,PrairieSky Royalty,PSK,EN 22,2015,6.44,6.44,4.9,4.32,6.44,0.0232,0.364,0.0589,0.0214,0.4,0.0776,0.9224,0.0841,67.50,140.08,1.25,0.74,0.00,4.69,0.06,0.82,"181,800",14.3,20.6,19.7,4.4,14.0,24.6,4.6,1.3,16.1,4,2
Energy,PrairieSky Royalty,PSK,EN 22,2016,2.34,2.34,1.03,6.18,2.34,0.0079,0.0984,0.0734,0.0072,0.087,0.0849,0.9151,0.0928,9.26,107.68,1.25,0.87,0.00,4.79,0.07,4.60,"187,700",42.3,505.5,62.7,2.8,39.2,612.3,2.8,0.72,13.9,6,2
Energy,PrairieSky Royalty,PSK,EN 22,2017,2.06,2.06,1.05,6.94,2.06,0.0443,0.45,0.0902,0.0406,0.51,0.0847,0.9153,0.0925,114.92,248.83,0.81,1.19,0.00,6.25,0.09,5.86,"309,500",26.5,69.4,-83.1,2.7,28.5,78.2,2.8,0.75,14.3,7,2
Energy,PrairieSky Royalty,PSK,EN 22,2018,0.66,0.66,1.53,7.59,0.66,0.0309,0.3184,0.0885,0.0282,0.34,0.0864,0.9136,0.0945,-206.80,470.40,0.98,0.97,0.00,16.41,0.09,-23.98,"248,700",14.5,29.1,34.9,1.6,15.1,36.6,1.6,0.78,13.5,5,2
Energy,PrairieSky Royalty,PSK,EN 22,2019,0.92,0.92,1.16,5.11,0.92,0.0448,0.4472,0.0916,0.041,0.48,0.086,0.914,0.0941,-69.25,91.17,0.97,0.9,0.00,6.77,0.09,-80.35,"240,100",15.9,40.8,18.0,1.4,15.5,38.2,1.4,0.78,13.5,8,2
Energy,PrairieSky Royalty,PSK,EN 22,2020,0.4,0.4,0.68,2.19,0.4,0.0135,0.1985,0.0612,0.0122,0.14,0.1021,0.8979,0.1137,-26.20,69.23,1.77,0.57,0.00,5.87,0.06,-3.80,"150,300",13.5,43.5,15.8,1.0,13.0,53.8,1.0,0.3,11.0,5,2
Energy,PrairieSky Royalty,PSK,EN 22,2021,1.19,1.19,1.07,5.66,1.19,0.0475,0.42,0.0836,0.0351,0.55,0.2609,0.7391,0.353,-31.92,42.71,3.36,0.28,0.00,5.60,0.08,34.95,"272,400",15.3,28.4,-92.5,1.4,14.1,34.7,1.4,0.36,5.7,7,2
Energy,PrairieSky Royalty,PSK,EN 22,2022,0.45,0.45,0.27,3.18,0.45,0.1147,0.5127,0.1813,0.093,1.33,0.1895,0.8105,0.2338,-23.35,1.27,1.10,0.87,0.00,7.71,0.18,-6.40,"587,900",10.1,13.8,-20.1,1.8,9.7,17.6,1.9,0.96,7.8,7,2
Energy,Secure Energy Svcs,SES,EN 23,2013,1.76,1.38,0.09,0.74,1.76,0.0586,0.0261,1.4355,0.0375,0.36,0.361,0.639,0.5651,-9.23,1.75,2.94,0.27,26.79,12.39,1.44,14.66,"127,830",19.3,39.3,-21.1,3.0,1.6,54.0,3.8,0.0625,6.7,6,2
Energy,Secure Energy Svcs,SES,EN 23,2014,1.48,1.15,0.02,0.92,1.48,0.0402,0.0135,1.5184,0.0205,0.26,0.4905,0.5095,0.9626,-6.58,3.28,3.79,0.27,28.24,13.89,1.52,22.52,"193,377",12.8,24.8,-18.2,2.1,1.2,36.8,2.7,0.2292,5.6,5,2
Energy,Secure Energy Svcs,SES,EN 23,2015,2.19,1.59,0.05,1.35,2.19,-0.1939,-0.1187,1.0236,-0.1215,-1.2,0.3732,0.6268,0.5954,16.49,0.82,4.81,0.27,19.64,14.69,1.02,11.63,"102,034",10.2,43.4,-16.8,1.2,0.9,-13.3,1.3,0.24,5.3,5,2
Energy,Secure Energy Svcs,SES,EN 23,2016,1.87,1.44,0.02,0.6,1.87,-0.0528,-0.0347,0.9893,-0.0343,-0.32,0.3496,0.6504,0.5374,4.73,1.31,6.91,0.19,18.49,9.50,0.99,10.08,"72,094",41.7,-40.3,-591.2,1.8,1.8,-14.9,2.0,0.24,5.3,4,2
Energy,Secure Energy Svcs,SES,EN 23,2017,1.52,1.25,0.04,0.41,1.52,-0.0391,-0.0147,1.4898,-0.0219,-0.21,0.4404,0.5596,0.787,1.38,5.34,5.07,0.16,30.79,10.27,1.49,16.70,"135,722",14.5,"14,285.1",86.2,1.4,0.8,-70.3,1.6,0.27,4.7,4,2
